timestamp,clip_id,actual_label,predicted_label,pred_confidence,radar_plot_path,p_cargo_ship,p_fishing_vessel,p_small_craft,p_tanker
2026-01-03 13:48:21,000116,small_craft,small_craft,0.6567359566688538,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000116.png,0.08460848778486252,0.1867331564426422,0.6567359566688538,0.07192230969667435
2026-01-03 14:52:32,000451,tanker,tanker,0.7190303802490234,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000451.png,0.18627630174160004,0.0554983951151371,0.03919490426778793,0.7190303802490234
2026-01-03 14:54:54,001918,tanker,cargo_ship,0.6337708234786987,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001918.png,0.6337708234786987,0.10221926122903824,0.06239784508943558,0.20161208510398865
2026-01-03 15:00:42,000000,small_craft,small_craft,0.41327229142189026,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000000.png,0.10179135203361511,0.4028887152671814,0.41327229142189026,0.08204765617847443
2026-01-03 18:28:41,000113,small_craft,fishing_vessel,0.43564075231552124,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000113.png,0.10311619192361832,0.43564075231552124,0.37849336862564087,0.08274973928928375
2026-01-03 18:37:09,001125,fishing_vessel,fishing_vessel,0.7133657336235046,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001125.png,0.09329134970903397,0.7133657336235046,0.12366987764835358,0.06967306137084961
2026-01-03 18:39:21,000534,small_craft,fishing_vessel,0.46633070707321167,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000534.png,0.10371874272823334,0.46633070707321167,0.3470478057861328,0.08290275186300278
2026-01-03 18:39:39,000021,small_craft,small_craft,0.715878963470459,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000021.png,0.06839744001626968,0.15788283944129944,0.715878963470459,0.05784071981906891
2026-01-03 19:07:25,000131,fishing_vessel,fishing_vessel,0.533322274684906,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000131.png,0.17615722119808197,0.533322274684906,0.16478900611400604,0.1257314532995224
2026-01-03 19:08:48,000000,small_craft,small_craft,0.41327229142189026,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000000.png,0.10179135203361511,0.4028887152671814,0.41327229142189026,0.08204765617847443
2026-01-03 19:10:59,000012,small_craft,small_craft,0.744838535785675,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000012.png,0.05513361468911171,0.1543586105108261,0.744838535785675,0.04566917195916176
2026-01-03 19:11:11,000000,small_craft,small_craft,0.41327229142189026,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_000000.png,0.10179135203361511,0.4028887152671814,0.41327229142189026,0.08204765617847443
2026-01-03 19:22:08,001113,fishing_vessel,fishing_vessel,0.7808545231819153,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001113.png,0.060430966317653656,0.7808545231819153,0.11214689165353775,0.04656758904457092
2026-01-03 19:22:30,001113,fishing_vessel,fishing_vessel,0.7808545231819153,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001113.png,0.060430966317653656,0.7808545231819153,0.11214689165353775,0.04656758904457092
2026-01-03 19:37:13,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 19:37:34,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 19:37:51,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 19:46:16,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:05:30,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:07:47,001919,tanker,cargo_ship,0.5725606083869934,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001919.png,0.5725606083869934,0.12946167588233948,0.07744996249675751,0.2205277681350708
2026-01-03 20:11:39,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:12:01,001919,tanker,cargo_ship,0.5725606083869934,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001919.png,0.5725606083869934,0.12946167588233948,0.07744996249675751,0.2205277681350708
2026-01-03 20:19:17,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:19:36,001919,tanker,cargo_ship,0.5725606083869934,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001919.png,0.5725606083869934,0.12946167588233948,0.07744996249675751,0.2205277681350708
2026-01-03 20:20:35,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:20:47,001919,tanker,cargo_ship,0.5725606083869934,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001919.png,0.5725606083869934,0.12946167588233948,0.07744996249675751,0.2205277681350708
2026-01-03 20:23:16,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:31:54,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:43:25,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 20:54:38,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 21:07:42,001234,cargo_ship,cargo_ship,0.6298792362213135,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001234.png,0.6298792362213135,0.10413991659879684,0.06348821520805359,0.20249268412590027
2026-01-03 21:08:07,001919,tanker,cargo_ship,0.5725606083869934,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001919.png,0.5725606083869934,0.12946167588233948,0.07744996249675751,0.2205277681350708
2026-01-03 21:20:04,001834,tanker,tanker,0.5753135085105896,C:\Users\Admin\uw_project\SKANN-SSL\stages\stage6_evaluation\artifacts\final_radar_001834.png,0.2584683895111084,0.09621407091617584,0.07000403106212616,0.5753135085105896
